,index,title,date,hazard,hazard_type,recall_class,audience,distribution,brand,company,product
116,356,Goodfood brand Crispy Almond Chicken with Sweet Potato Mash & Garlic Sautéed Vegetables recalled due to undeclared mustard,2021-03-20,Mustard,Allergen,Class 3,Consumer,"Alberta, British Columbia, Manitoba, Saskatchewan",Goodfood,Goodfood Market Corp.,Crispy almond chicken with sweet potato mash & garlic sautéed vegetables
117,357,Ser Lumière brand Stuffed Eggplant recalled due to commercial sterility concerns,2021-03-20,Commercial sterility concerns,Microbiological,Class 2,Retail,Quebec,Ser Lumière,Distributions Favoris Inc.,Stuffed eggplant
118,362,PC brand Fig Soft Unripened Goat's Milk Cheese recalled due to presence of stones,2021-03-19,Stones,Extraneous Material,Class 3,Retail,Nationally,PC,Loblaw Companies Limited,Fig soft unripened goat's milk cheese
119,364,Healthy Choice brand Power Bowls Meatless Chipotle Chick'n recalled due to undeclared milk,2021-03-19,Milk,Allergen,Class 3,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan",Healthy Choice,Conagra Brands Canada Inc.,Power bowls meatless chipotle chick'n
120,363,Pak brand Compass Diced Dried Figs Coated with Rice Flour recalled due to presence of stones,2021-03-19,Stones,Extraneous Material,Class 3,Warehouse,Ontario,Pak,Compass Food Sales Co. Ltd.,Compass diced dried figs coated with rice flour
121,361,Woolwich brand Soft Fresh Goat Cheese - Fig & Balsamic recalled due to presence of stones,2021-03-19,Stones,Extraneous Material,Class 3,Retail,Nationally,Woolwich,Saputo Dairy Products Canada G.P.,Soft fresh goat cheese - fig & balsamic
122,360,Taylor Farms brand Creamy Dill Pickle Salad Kit recalled due to pieces of plastic and metal,2021-03-19,Metal,Extraneous Material,Class 2,Retail,Nationally,Taylor Farms,"Taylor Farms Retail, Inc.",Creamy dill pickle salad kit
123,359,Consumption of Harmonic Arts Botanical Dispensary brand Wild Harvested Apricot Kernels may cause cyanide poisoning,2021-03-19,Cyanide poisoning,Other,Class 1,Retail,Nationally,Consumption of Harmonic Arts Botanical Dispensary,Harmonic Arts Botanical Dispensary,Consumption of harmonic arts botanical dispensary
124,358,GluteNull brand Goji Berries & Chocolate Cookies recalled due to undeclared milk,2021-03-19,Milk,Allergen,Class 1,Retail,Nationally,GluteNull,Amra Services Ltd. (dba GluteNull),Goji berries & chocolate cookies
125,365,Certain Dwarf Stars brand Pumpkin Seed Butter Cups Dark Chocolate recalled due to undeclared milk,2021-03-18,Milk,Allergen,Class 1,Consumer,Nationally,Certain Dwarf Stars,The Fork Food Co. Ltd.,Pumpkin seed butter cups dark chocolate
126,366,SugarSin brand Gummies recalled due to presence of insects,2021-03-18,Insects,Extraneous Material,Class 3,Retail,Nationally,SugarSin,Dovetale Collections,Gummies
127,367,Consumption of certain apricot kernel products packed by Wah Yan Tong may cause cyanide poisoning,2021-03-16,Cyanide poisoning,Other,--,Retail,Nationally,,Wah Yan Tong,Apricot kernel products packed by wah yan tong may cause cyanide poisoning
128,368,Stemmler's brand and various brands German Salami recalled due to undeclared mustard,2021-03-13,Mustard,Allergen,Class 2,Retail,Ontario,Stemmler's,Stemmler Meats & Cheese,And various brands german salami
129,369,Consumption of Our Father's Farm brand bitter apricot kernel products may cause cyanide poisoning,2021-03-12,Cyanide poisoning,Other,Class 1,Retail,Nationally,Consumption of Our Father's Farm,Our Father's Farm,Consumption of our father's farm
130,371,Consumption of Organic Traditions brand Dried Bitter Apricot Kernels may cause cyanide poisoning,2021-03-11,Cyanide poisoning,Other,Class 1,Retail,Nationally,Consumption of Organic Traditions,Advantage Health Matters Inc.,Consumption of organic traditions
131,372,Seafood City Supermarket brand Yellow Walking Fish Clarias recalled due to leucomalachite green,2021-03-08,Leucomalachite green,Chemical,Class 2,Retail,"Alberta, Manitoba, Ontario",Seafood City Supermarket,Fortune Distribution Ltd.,Yellow walking fish clarias
132,374,New Grist brand Pilsner Style Gluten-Free Alcholic Beverage recalled due to a quality issue,2021-03-05,Quality/Spoilage,Microbiological,Class 3,Retail,"Alberta, British Columbia, Ontario, Saskatchewan",New Grist,"AFIC EXIM (Canada) Corp., LCBO",Pilsner style gluten-free alcholic beverage
133,373,Wilton brand sprinkle products recalled due to undeclared milk,2021-03-05,Milk,Allergen,Class 1,Retail,Nationally,Wilton,Wilton Industries Canada Company,Sprinkle products
134,376,Goldroast brand Instant Nutritious Cereal – Original Flavour recalled due to undeclared milk,2021-02-27,Milk,Allergen,Class 1,Retail,Nationally,Goldroast,AJ International Trading,Instant nutritious cereal – original flavour
135,375,Co-op Gold Pure brand Almond Butter – Crunchy Roasted recalled due to undeclared cashew,2021-02-27,Cashew,Allergen,Class 2,Retail,"Alberta, British Columbia, Manitoba, Northwest Territories, Saskatchewan",Co-op Gold Pure,Federated Co-operatives Ltd.,Almond butter – crunchy roasted
136,378,Soupin' It Up brand Soup Mixes recalled due to undeclared sulphites,2021-02-20,Sulphites,Allergen,Class 2,Retail,Alberta,Soupin' It Up,Soupin' It Up,Soup mixes
137,379,Happy Veggie World brand Vege Meatball recalled due to undeclared wheat,2021-02-20,Wheat,Allergen,Class 2,Retail,"Alberta, British Columbia",Happy Veggie World,Happy Veggie World,Vege meatball
138,380,unbun brand untortillas recalled due to undeclared egg,2021-02-19,Egg,Allergen,Class 1,Retail,Nationally,unbun,Unbun Foods,Untortillas
139,381,Valentine Eruption Cake sold by Save-On-Foods recalled due to undeclared almonds and walnuts,2021-02-19,"Almonds , walnuts",Allergen,Class 1,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",,Save-On-Foods,To undeclared almonds and walnuts
140,382,Lean Ground Beef and Extra Lean Ground Beef recalled due to pieces of plastic,2021-02-15,Plastic,Extraneous Material,Class 3,Retail,Alberta,,Sobeys Inc.,To pieces of plastic
141,383,One Ocean brand Sliced Smoked Wild Sockeye Salmon recalled due to Listeria monocytogenes,2021-02-10,Listeria monocytogenes,Microbiological,Class 1,Consumer,British Columbia,One Ocean,Orca Specialty Foods Ltd.,Sliced smoked wild sockeye salmon
142,384,Pastene brand Green Olives Sliced recalled due to container integrity defects,2021-02-08,Container integrity defects,Other,Class 3,Retail,"New Brunswick, Nova Scotia, Ontario, Quebec",Pastene,Pastene Enterprises ULC,Green olives sliced
143,385,Casa Italia brand Soppressata Piccante Salami recalled due to possible spoilage,2021-02-03,Quality/Spoilage,Microbiological,Class 3,Hotel/Restaurant/Institutional,Ontario,Casa Italia,SYSCO Toronto,Soppressata piccante salami
144,390,ST. DALFOUR brand Deluxe Chestnut Spread recalled due to pieces of glass,2021-02-01,Glass,Extraneous Material,Class 2,Retail,"Ontario, Quebec",ST. DALFOUR,Satau Inc.,Deluxe chestnut spread
145,391,Obiji brand Palm Oil recalled due to Sudan IV,2021-02-01,Sudan iv,Chemical,Class 2,Retail,"Alberta, British Columbia",Obiji,Crestar Healthcare Group Ltd.,Palm oil
146,387,Rougié brand Duck Foie Gras recalled due to undeclared milk,2021-02-01,Milk,Allergen,Class 3,Retail,"British Columbia, Ontario, Quebec",Rougié,Aurpal Inc.,Duck foie gras
147,389,One Degree Organic Foods brand Gluten Free Sprouted Rolled Oats recalled due to packaging integrity defects and rancidity,2021-02-01,Quality/Spoilage,Other,Class 3,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador",One Degree Organic Foods,One Degree Organic Foods Inc.,Gluten free sprouted rolled oats
148,388,Solstice Ciderworks brand Ciders recalled due to leaking cans,2021-02-01,Leaking cans,Microbiological,Class 3,Retail,Yukon,Solstice Ciderworks,Solstice Ciderworks,Ciders
149,386,Panache brand Sweet Onion Poppy Seed Dressing recalled due to spoilage,2021-02-01,Quality/Spoilage,Microbiological,Class 3,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Panache,Sobeys Inc.,Sweet onion poppy seed dressing
150,392,Certain recalled Isagenix brand products being sold through various internet sites may be unsafe due to over-fortification of vitamins,2021-01-29,Over-fortification of vitamins,Other,--,Consumer,Nationally,Certain recalled Isagenix,--,Products being sold through various internet sites
151,393,Selection brand Baby Dill with Garlic Pickles recalled due to pieces of glass,2021-01-28,Glass,Extraneous Material,Class 2,Retail,"Ontario, Quebec",Selection,Marcatus QED,Baby dill with garlic pickles
152,395,Piller's brand Smoked Turkey Breast recalled due to pieces of plastic,2021-01-26,Plastic,Extraneous Material,Class 3,Retail,Ontario,Piller's,Piller's Fine Foods,Smoked turkey breast
153,396,Maynila's Choice brand Fish Balls recalled due to improperly declared egg,2021-01-26,egg,Allergen,Class 3,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Maynila's Choice,AFOD Ltd.,Fish balls
154,397,Clover Leaf brand Sardines Boneless Fillets - Garlic & Chive in Oil and Sardines Boneless Fillets - Smoked Jalapeño in Oil recalled due to potential presence of dangerous bacteria,2021-01-22,Bone,Microbiological,Class 1,Retail,Nationally,Clover Leaf,Clover Leaf Seafoods Corp.,Sardines boneless fillets - garlic & chive in oil and sardines boneless fillets - smoked jalapeño in oil
155,398,Taidian brand Xiaolong Bun recalled due to undeclared oyster and wheat,2021-01-20,"Oyster , wheat",Allergen,Class 3,Retail,British Columbia,Taidian,Waisee Trading Co. Ltd.,Xiaolong bun
156,399,St. Francis Herb Farm 52 Fields brand Coconut Oil and Ghee recalled due to mould and bacteria,2021-01-19,Dangerous bacteria,Microbiological,Class 3,Retail,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",St. Francis Herb Farm 52 Fields,St. Francis Herb Farm Inc.,Coconut oil and ghee
157,400,Farma Elassonas brand P.D.O Kefalograviera (Cheese) recalled due to generic E. coli,2021-01-18,E. coli,Microbiological,Class 2,"Retail, Hotel/Restaurant/Institutional","Ontario, Quebec",Farma Elassonas,Messara Imports,P.d.o kefalograviera (cheese)
158,401,Amy's brand Golden Lentil Dal Soup recalled due to undeclared egg protein,2021-01-16,Egg protein,Allergen,Class 1,Consumer,Nationally,Amy's,Amy's Kitchen Inc.,Golden lentil dal soup
159,402,Merrylady brand Chocolate and Orange Non-Dairy Whip Topping recalled due to the presence of milk,2021-01-15,milk,Allergen,Class 1,Consumer,Ontario,Merrylady,Dolson Marketing Inc.,Chocolate and orange non-dairy whip topping
160,403,Wang Korea brand sweet rice pancake products recalled due to undeclared egg,2021-01-15,Egg,Allergen,Class 1,Consumer,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec",Wang Korea,"Redfrog Enterprises Ltd., Pan Asia Food Co. Ltd.",Sweet rice pancake products
161,404,Farm Boy brand Marinated Teriyaki Chicken recalled due to undeclared milk,2021-01-15,Milk,Allergen,Class 3,Retail,Ontario,Farm Boy,Farm Boy Company Inc.,Marinated teriyaki chicken
162,405,7-Eleven brand Subs recalled due to Listeria monocytogenes,2021-01-14,Listeria monocytogenes,Microbiological,Class 1,Retail,"Alberta, Manitoba, Ontario",7-Eleven,7-Eleven Canada Inc.,Subs
163,406,HJD brand gluten-free Sprouted Multi Grain recalled due to the presence of barley,2021-01-13,barley,Allergen,Class 3,Retail,"Alberta, British Columbia, Ontario, Saskatchewan",HJD,Hwa Joo Dang Enterprises Ltd.,Gluten-free sprouted multi grain
164,407,Piller's brand Oven Roasted Turkey Breast recalled due to pieces of plastic,2021-01-11,Plastic,Extraneous Material,Class 3,Retail,Nationally,Piller's,Piller's Fine Foods,Oven roasted turkey breast
165,408,Belle Grove brand Whole White Mushrooms recalled due to potential presence of dangerous bacteria,2021-01-09,Dangerous bacteria,Microbiological,Class 1,Consumer,Ontario,Belle Grove,Monaghan Mushrooms Ltd.,Whole white mushrooms
166,411,NW Pepperoni recalled due to pieces of metal,2021-01-08,Metal,Extraneous Material,Class 3,Warehouse,Manitoba,,Piller's Fine Foods,To pieces of metal
167,409,Minhas Craven brand Pina Colada alcoholic beverage recalled due to undeclared milk,2021-01-08,Milk,Allergen,Class 1,Consumer,Saskatchewan,Minhas Craven,Minhas Sask Ventures Inc.,Pina colada alcoholic beverage
168,410,Various brands of Pizza Snacks recalled due to pieces of metal,2021-01-08,Metal,Extraneous Material,Class 3,Retail,Manitoba,Various,Naleway Foods Ltd.,Of pizza snacks
169,412,Merrylady brand Blue Non-Dairy Whip Topping recalled due to undeclared milk,2020-12-31,Milk,Allergen,Class 1,Consumer,Nationally,Merrylady,Dolson Marketing Inc.,Blue non-dairy whip topping
170,413,Live. brand Turmeric Wrap recalled due to undeclared gluten,2020-12-30,Gluten,Allergen,Class 2,Retail,"Alberta, British Columbia, Ontario, Quebec, Saskatchewan",Live.,Live Organic Food Products,Turmeric wrap
171,414,The People's brand Meadilicious taste of Pina Colada flavoured fortified wine recalled due to undeclared milk,2020-12-24,Milk,Allergen,Class 1,Retail,Saskatchewan,The People's,Minhas Sask Ventures Inc.,Meadilicious taste of pina colada flavoured fortified wine
172,415,Searay Foods Inc. brand Grouper recalled due to leucomalachite green,2020-12-23,Leucomalachite green,Chemical,Class 2,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Searay Foods Inc.,Searay Foods Inc.,Grouper
173,416,"Certain Assala, Compliments, The Deli-Shop, and Levitts brands deli meat products recalled due to Listeria monocytogenes",2020-12-22,Listeria monocytogenes,Microbiological,Class 1,Consumer,Nationally,"Certain Assala, Compliments, The Deli-Shop, and Levitts",Levitts Foods (Canada) Inc.,Deli meat products
174,417,"Madame Labriski brand The Bomba Rosa Log recalled due to undeclared soy, eggs, milk, sesame, nuts and peanuts",2020-12-22,"Soy, eggs, milk, sesame, nuts , peanuts",Allergen,Class 1,Consumer,"New Brunswick, Quebec",Madame Labriski,Madame Labriski,The bomba rosa log
175,418,Kokkadens Cakes & Bakes brand Cakes recalled due to undeclared egg,2020-12-18,Egg,Allergen,Class 3,Retail,Ontario,Kokkadens Cakes & Bakes,2007064 Ontario Inc. (O/A Kokkadens),Cakes
176,419,President's Choice brand spread and dip products recalled due to spoilage,2020-12-17,Quality/Spoilage,Microbiological,Class 3,Retail,"Alberta, Nova Scotia, Ontario, Quebec",President's Choice,Celtrade Canada Inc.,Spread and dip products
177,421,Certain Compliments brand and Levitts brand deli meat products recalled due to Listeria monocytogenes,2020-12-15,Listeria monocytogenes,Microbiological,Class 1,Consumer,Nationally,Certain Compliments,Levitts Foods (Canada) Inc.,And levitts brand deli meat products
178,422,Shivani brand Bhatura Atta and Missi Atta recalled due to undeclared wheat,2020-12-14,Wheat,Allergen,Class 2,Retail,"Alberta, Manitoba, Saskatchewan",Shivani,Shivani Sales Inc.,Bhatura atta and missi atta
179,423,Rougié Sarlat brand Terrine of Duck Foie Gras recalled due to undeclared gluten and wheat,2020-12-14,"Gluten , wheat",Allergen,Class 1,"Retail, Hotel/Restaurant/Institutional","Alberta, Quebec",Rougié Sarlat,Aurpal Inc.,Terrine of duck foie gras
180,424,Eggs from Hilly Acres Farm recalled due to Salmonella,2020-12-12,Salmonella,Microbiological,Class 2,Retail,Newfoundland and Labrador,,Hilly Acres Farm,To salmonella
181,425,Imperial Flavours brand Chocolate Chips recalled due to pieces of metal,2020-12-10,Metal,Extraneous Material,Class 2,Warehouse,Ontario,Imperial Flavours,Imperial Flavours Inc.,Chocolate chips
182,426,"Certain Compliments brand, Levitts brand, and The Deli-Shop brand deli meat products recalled due to Listeria monocytogenes",2020-12-07,Listeria monocytogenes,Microbiological,Class 1,Consumer,Nationally,Certain Compliments,Levitts Foods (Canada) Inc.,Deli meat products
183,427,Kandy brand Tuna Dry Fish recalled due to histamine,2020-12-02,Histamine,Chemical,Class 2,Retail,Retail,Kandy,Ontario,Tuna dry fish
184,428,Ding Ho Foods brand Fried Fish Balls recalled due to pieces of plastic,2020-12-02,Plastic,Extraneous Material,Class 2,Retail,Ontario,Ding Ho Foods,Ding Ho Foods Inc.,Fried fish balls
185,429,Certain Kawartha Dairy brand ice cream products recalled due to possible presence of pieces of metal,2020-11-29,Metal,Extraneous Material,Class 2,Consumer,Ontario,Certain Kawartha Dairy,Kawartha Dairy Limited,Ice cream products
186,431,Certain Metro brand products recalled due to Salmonella,2020-11-28,Salmonella,Microbiological,Class 2,Consumer,Ontario,Certain Metro,Metro Ontario Inc.,Products
187,432,Gelsius brand IQF Sliced White Apples and IQF Diced Apples recalled due to undeclared sulphites,2020-11-28,Sulphites,Allergen,Class 2,"Retail, Hotel/Restaurant/Institutional","Ontario, Quebec",Gelsius,Distributions Farinex,Iqf sliced white apples and iqf diced apples
